Year,Population,Season,Line#,Treatment,TechRep,Load (log[count/mL])
2012,VA,Spring,18,EF,2,1.91424171
2012,PA,Spring,4,EF,3,1.922879367
2012,VA,Spring,2,EF,3,1.932422514
2012,VA,Spring,20,EF,2,1.932422514
2012,VA,Spring,3,EF,2,1.935619343
2012,MA,Spring,9,EF,2,1.946911078
2012,PA,Spring,8,EF,1,1.948366013
2012,VA,Spring,6,EF,2,1.954242509
2012,PA,Spring,6,EF,2,1.957385424
2012,VA,Spring,13,EF,2,1.969495006
2012,VA,Spring,7,EF,2,1.971799945
2012,PA,Spring,18,EF,2,1.979506575
2012,MA,Spring,15,EF,1,1.984425446
2012,VA,Spring,5,EF,1,1.996037613
2012,PA,Spring,4,EF,3,1.996037613
2012,PA,Spring,8,EF,1,1.996037613
2012,PA,Spring,2,EF,3,1.997958972
2012,MA,Spring,16,EF,3,2.113333333
2012,MA,Spring,8,EF,1,2.113333333
2012,VA,Spring,3,EF,3,2.113333333
2012,PA,Spring,8,EF,3,2.113333333
2012,MA,Spring,14,EF,2,2.113333333
2012,MA,Spring,1,EF,1,2.113333333
2012,MA,Spring,9,EF,1,2.113333333
2012,PA,Spring,15,EF,1,2.113333333
2012,PA,Spring,9,EF,1,2.113333333
2012,PA,Spring,15,EF,1,2.113333333
2012,MA,Spring,8,EF,1,2.113333333
2012,PA,Spring,3,EF,2,2.113333333
2012,VA,Spring,8,EF,2,2.113333333
2012,PA,Spring,8,EF,3,2.113333333
2012,VA,Spring,38,EF,4,2.113333333
2012,PA,Spring,17,EF,1,2.113333333
2012,MA,Spring,19,EF,3,2.113333333
2012,PA,Spring,9,EF,3,2.113333333
2012,MA,Spring,13,EF,3,2.113333333
2012,MA,Spring,2,EF,2,2.113333333
2012,MA,Spring,13,EF,2,2.113333333
2012,MA,Spring,12,EF,1,2.113333333
2012,VA,Spring,13,EF,3,2.113333333
2012,PA,Spring,12,EF,1,2.113333333
2012,VA,Spring,3,EF,1,2.113333333
2012,MA,Spring,13,EF,2,2.113333333
2012,VA,Spring,17,EF,3,2.113333333
2012,MA,Spring,1,EF,1,2.113333333
2012,VA,Spring,1,EF,1,2.113333333
2012,PA,Spring,8,EF,4,2.113333333
2012,VA,Spring,20,EF,2,2.113333333
2012,PA,Spring,5,EF,1,2.113333333
2012,PA,Spring,9,EF,3,2.113333333
2012,VA,Spring,14,EF,1,2.113333333
2012,MA,Spring,13,EF,1,2.113333333
2012,MA,Spring,8,EF,1,2.113333333
2012,MA,Spring,4,EF,2,2.113333333
2012,PA,Spring,7,EF,2,2.113333333
2012,PA,Spring,1,EF,3,2.113333333
2012,PA,Spring,11,EF,2,2.113333333
2012,MA,Spring,17,EF,1,2.113333333
2012,PA,Spring,1,EF,2,2.113333333
2012,PA,Spring,7,EF,3,2.113333333
2012,VA,Spring,2,EF,,2.113333333
2012,VA,Spring,12,EF,1,2.113333333
2012,VA,Spring,17,EF,1,2.113333333
2012,PA,Spring,18,EF,2,2.113333333
2012,MA,Spring,19,EF,2,2.113333333
2012,PA,Spring,2,EF,2,2.113333333
2012,VA,Spring,18,EF,2,2.113333333
2012,PA,Spring,14,EF,1,2.113333333
2012,VA,Spring,4,EF,2,2.113333333
2012,PA,Spring,18,EF,2,2.113333333
2012,MA,Spring,14,EF,2,2.113333333
2012,VA,Spring,14,EF,1,2.113333333
2012,VA,Spring,14,EF,2,2.113333333
2012,PA,Spring,2,EF,1,2.113333333
2012,PA,Spring,7,EF,2,2.113333333
2012,MA,Spring,14,EF,4,2.113333333
2012,VA,Spring,14,EF,1,2.113333333
2012,MA,Spring,9,EF,2,2.113333333
2012,PA,Spring,16,EF,3,2.113333333
2012,MA,Spring,5,EF,1,2.113333333
2012,PA,Spring,15,EF,3,2.113333333
2012,MA,Spring,12,EF,1,2.113333333
2012,MA,Spring,6,EF,3,2.113333333
2012,MA,Spring,3,EF,2,2.113333333
2012,PA,Spring,14,EF,2,2.113333333
2012,PA,Spring,16,EF,2,2.113333333
2012,VA,Spring,7,EF,3,2.113333333
2012,PA,Spring,10,EF,2,2.113333333
2012,VA,Spring,7,EF,2,2.113333333
2012,PA,Spring,1,EF,1,2.113333333
2012,VA,Spring,7,EF,1,2.113333333
2012,PA,Spring,1,EF,2,2.113333333
2012,PA,Spring,10,EF,2,2.113333333
2012,PA,Spring,11,EF,3,2.113333333
2012,PA,Spring,18,EF,1,2.113333333
2012,MA,Spring,18,EF,1,2.113333333
2012,VA,Spring,15,EF,2,2.113333333
2012,MA,Spring,6,EF,2,2.113333333
2012,VA,Spring,2,EF,1,2.113333333
2012,MA,Spring,12,EF,2,2.113333333
2012,MA,Spring,13,EF,1,2.113333333
2012,PA,Spring,4,EF,3,2.113333333
2012,VA,Spring,20,EF,2,2.113333333
2012,MA,Spring,2,EF,3,2.113333333
2012,PA,Spring,3,EF,1,2.113333333
2012,PA,Spring,11,EF,2,2.113333333
2012,VA,Spring,14,EF,2,2.113333333
2012,MA,Spring,12,EF,3,2.113333333
2012,MA,Spring,18,EF,2,2.113333333
2012,PA,Spring,1,EF,2,2.113333333
2012,MA,Spring,12,EF,4,2.113333333
2012,MA,Spring,19,EF,1,2.113333333
2012,VA,Spring,6,EF,3,2.113333333
2012,MA,Spring,20,EF,2,2.113333333
2012,MA,Spring,14,EF,1,2.113333333
2012,VA,Spring,5,EF,2,2.113333333
2012,PA,Spring,1,EF,1,2.113333333
2012,PA,Spring,20,EF,3,2.113333333
2012,MA,Spring,1,EF,1,2.113333333
2012,MA,Spring,5,EF,2,2.113333333
2012,PA,Spring,19,EF,2,2.113333333
2012,VA,Spring,8,EF,1,2.113333333
2012,PA,Spring,3,EF,3,2.113333333
2012,PA,Spring,18,EF,1,2.113333333
2012,MA,Spring,2,EF,3,2.113333333
2012,PA,Spring,3,EF,2,2.113333333
2012,MA,Spring,11,EF,1,2.113333333
2012,MA,Spring,5,EF,1,2.113333333
2012,PA,Spring,18,EF,1,2.113333333
2012,MA,Spring,18,EF,1,2.113333333
2012,PA,Spring,19,EF,1,2.113333333
2012,MA,Spring,8,EF,2,2.113333333
2012,PA,Spring,2,EF,2,2.113333333
2012,PA,Spring,18,EF,3,2.113333333
2012,VA,Spring,12,EF,1,2.113333333
2012,VA,Spring,13,EF,2,2.113333333
2012,MA,Spring,14,EF,3,2.113333333
2012,MA,Spring,7,EF,3,2.113333333
2012,VA,Spring,15,EF,3,2.113333333
2012,VA,Spring,16,EF,2,2.113333333
2012,VA,Spring,16,EF,1,2.113333333
2012,MA,Spring,2,EF,2,2.113333333
2012,VA,Spring,2,EF,2,2.113333333
2012,MA,Spring,19,EF,2,2.113333333
2012,MA,Spring,12,EF,1,2.113333333
2012,VA,Spring,8,EF,2,2.113333333
2012,MA,Spring,5,EF,2,2.113333333
2012,PA,Spring,11,EF,2,2.113333333
2012,VA,Spring,9,EF,2,2.113333333
2012,VA,Spring,8,EF,1,2.113333333
2012,MA,Spring,2,EF,1,2.113333333
2012,PA,Spring,14,EF,1,2.113333333
2012,VA,Spring,15,EF,1,2.113333333
2012,VA,Spring,14,EF,3,2.113333333
2012,PA,Spring,13,EF,1,2.113333333
2012,VA,Spring,4,EF,1,2.113333333
2012,PA,Spring,13,EF,2,2.113333333
2012,MA,Spring,14,EF,3,2.113333333
2012,PA,Spring,16,EF,1,2.113333333
2012,PA,Spring,14,EF,2,2.113333333
2012,MA,Spring,10,EF,3,2.113333333
2012,VA,Spring,15,EF,2,2.113333333
2012,MA,Spring,8,EF,3,2.113333333
2012,PA,Spring,9,EF,2,2.113333333
2012,VA,Fall,29,EF,2,1.49381421
2012,VA,Fall,25,EF,2,1.503067507
2012,PA,Fall,22,EF,1,1.503067507
2012,VA,Fall,40,EF,2,1.520367128
2012,VA,Fall,40,EF,1,1.528110408
2012,MA,Fall,30,EF,2,1.528110408
2012,PA,Fall,39,EF,2,1.535460455
2012,MA,Fall,34,EF,1,1.535460455
2012,PA,Fall,29,EF,1,1.535460455
2012,VA,Fall,27,EF,1,1.542455286
2012,PA,Fall,38,EF,2,1.555817651
2012,MA,Fall,38,EF,1,1.555817651
2012,MA,Fall,39,EF,1,1.555817651
2012,MA,Fall,31,EF,1,1.555817651
2012,MA,Fall,30,EF,1,1.561913913
2012,MA,Fall,21,EF,1,1.561913913
2012,VA,Fall,35,EF,1,1.561913913
2012,VA,Fall,26,EF,1,1.561913913
2012,VA,Fall,31,EF,2,1.567763793
2012,VA,Fall,28,EF,2,1.573386434
2012,MA,Fall,40,EF,2,1.573386434
2012,MA,Fall,40,EF,1,1.573386434
2012,MA,Fall,33,EF,1,1.578798834
2012,PA,Fall,35,EF,3,1.578798834
2012,MA,Fall,28,EF,4,1.589299205
2012,MA,Fall,32,EF,1,1.598858111
2012,PA,Fall,38,EF,1,1.598858111
2012,MA,Fall,21,EF,2,1.608041945
2012,MA,Fall,39,EF,1,1.608041945
2012,MA,Fall,36,EF,1,1.612318912
2012,MA,Fall,26,EF,3,1.612318912
2012,MA,Fall,38,EF,2,1.612318912
2012,MA,Fall,25,EF,4,1.62051147
2012,VA,Fall,38,EF,1,1.632175406
2012,MA,Fall,25,EF,1,1.632175406
2012,MA,Fall,39,EF,2,1.632175406
2012,MA,Fall,21,EF,3,1.64963392
2012,PA,Fall,35,EF,1,1.652854628
2012,MA,Fall,32,EF,2,1.656005238
2012,MA,Fall,25,EF,3,1.656005238
2012,VA,Fall,39,EF,1,1.665211732
2012,PA,Fall,25,EF,1,1.670945742
2012,MA,Fall,27,EF,1,2.113333333
2012,MA,Fall,33,EF,3,2.113333333
2012,MA,Fall,26,EF,2,2.113333333
2012,MA,Fall,35,EF,2,2.113333333
2012,MA,Fall,39,EF,2,2.113333333
2012,PA,Fall,37,EF,3,2.113333333
2012,VA,Fall,39,EF,1,2.113333333
2012,VA,Fall,25,EF,3,2.113333333
2012,PA,Fall,40,EF,1,2.113333333
2012,MA,Fall,21,EF,3,2.113333333
2012,PA,Fall,27,EF,1,2.113333333
2012,VA,Fall,31,EF,1,2.113333333
2012,VA,Fall,28,EF,3,2.113333333
2012,MA,Fall,27,EF,1,2.113333333
2012,MA,Fall,21,EF,1,2.113333333
2012,MA,Fall,23,EF,1,2.113333333
2012,VA,Fall,24,EF,1,2.113333333
2012,MA,Fall,37,EF,2,2.113333333
2012,VA,Fall,30,EF,1,2.113333333
2012,MA,Fall,25,EF,1,2.113333333
2012,MA,Fall,30,EF,1,2.113333333
2012,VA,Fall,39,EF,2,2.113333333
2012,VA,Fall,27,EF,1,2.113333333
2012,VA,Fall,40,EF,1,2.113333333
2012,VA,Fall,23,EF,1,2.113333333
2012,MA,Fall,29,EF,2,2.113333333
2012,MA,Fall,23,EF,2,2.113333333
2012,MA,Fall,26,EF,1,2.113333333
2012,MA,Fall,32,EF,2,2.113333333
2012,PA,Fall,35,EF,1,2.113333333
2012,VA,Fall,40,EF,2,2.113333333
2012,VA,Fall,36,EF,1,2.113333333
2012,MA,Fall,38,EF,4,2.113333333
2012,PA,Fall,26,EF,1,2.113333333
2012,VA,Fall,28,EF,1,2.113333333
2012,PA,Fall,33,EF,3,2.113333333
2012,MA,Fall,27,EF,3,2.113333333
2012,MA,Fall,24,EF,1,2.113333333
2012,MA,Fall,29,EF,3,2.113333333
2012,PA,Fall,26,EF,2,2.113333333
2012,MA,Fall,29,EF,1,2.113333333
2012,PA,Fall,37,EF,1,2.113333333
2012,PA,Fall,31,EF,1,2.113333333
2012,PA,Fall,21,EF,1,2.113333333
2012,MA,Fall,33,EF,2,2.113333333
2012,VA,Fall,25,EF,1,2.113333333
2012,PA,Fall,37,EF,3,2.113333333
2012,MA,Fall,22,EF,2,2.113333333
2012,MA,Fall,32,EF,1,2.113333333
2012,MA,Fall,22,EF,1,2.113333333
2012,MA,Fall,27,EF,4,2.113333333
2012,MA,Fall,27,EF,2,2.113333333
2012,MA,Fall,29,EF,1,2.113333333
2012,MA,Fall,37,EF,3,2.113333333
2012,MA,Fall,35,EF,1,2.113333333
2012,MA,Fall,32,EF,5,2.113333333
2012,PA,Fall,33,EF,1,2.113333333
2012,MA,Fall,29,EF,2,2.113333333
2012,PA,Fall,40,EF,2,2.113333333
2012,MA,Fall,33,EF,1,2.113333333
2012,PA,Fall,23,EF,2,2.113333333
2012,MA,Fall,34,EF,2,2.113333333
2012,PA,Fall,37,EF,2,2.113333333
2012,MA,Fall,28,EF,1,2.113333333
2012,PA,Fall,33,EF,2,2.113333333
2012,MA,Fall,30,EF,2,2.113333333
2012,VA,Fall,32,EF,3,2.113333333
2012,PA,Fall,35,EF,2,2.113333333
2012,MA,Fall,23,EF,2,2.113333333
2012,VA,Fall,27,EF,2,2.113333333
2012,PA,Fall,37,EF,2,2.113333333
2012,MA,Fall,37,EF,1,2.113333333
2012,VA,Fall,40,EF,3,2.113333333
2012,PA,Fall,24,EF,1,2.113333333
2012,MA,Fall,24,EF,3,2.113333333
2012,PA,Fall,37,EF,1,2.113333333
2012,MA,Fall,32,EF,4,2.113333333
2012,MA,Fall,25,EF,2,2.113333333
2012,MA,Fall,30,EF,3,2.113333333
2012,MA,Fall,38,EF,3,2.113333333
2012,MA,Fall,34,EF,1,2.113333333
2012,MA,Fall,31,EF,2,2.113333333
2012,MA,Fall,24,EF,2,2.113333333
2014,PA,Spring,11,EF,1,1.194777075
2014,PA,Spring,6,EF,2,1.194777075
2014,PA,Spring,4,EF,1,1.528110408
2014,PA,Spring,17,EF,2,1.209121952
2014,VA,Spring,12,EF,3,1.209121952
2014,VA,Spring,12,EF,2,1.222484318
2014,VA,Spring,2,EF,2,1.22858058
2014,VA,Spring,9,EF,2,1.561913913
2014,VA,Spring,3,EF,3,1.567763793
2014,MA,Spring,17,EF,2,1.240053101
2014,MA,Spring,1,EF,2,1.25093881
2014,MA,Spring,18,EF,2,1.25093881
2014,MA,Spring,3,EF,2,1.25093881
2014,MA,Spring,9,EF,1,1.584272144
2014,MA,Spring,3,EF,1,1.584272144
2014,MA,Spring,7,EF,1,1.255965872
2014,VA,Spring,12,EF,1,1.255965872
2014,VA,Spring,18,EF,2,1.265524778
2014,VA,Spring,7,EF,2,1.26827356
2014,VA,Spring,19,EF,3,1.270077506
2014,PA,Spring,20,EF,1,1.603410839
2014,PA,Spring,1,EF,2,1.273181312
2014,MA,Spring,16,EF,1,1.274708611
2014,MA,Spring,14,EF,2,1.608041945
2014,MA,Spring,2,EF,1,1.277928125
2014,MA,Spring,2,EF,2,1.286978874
2014,MA,Spring,2,EF,3,1.287178137
2014,MA,Spring,18,EF,1,1.298842072
2014,MA,Spring,4,EF,1,1.311162429
2014,PA,Spring,4,EF,3,1.322671905
2014,PA,Spring,2,EF,2,1.656005238
2014,VA,Spring,18,EF,3,1.325755404
2014,MA,Spring,13,EF,1,1.325755404
2014,MA,Spring,2,EF,2,1.325755404
2014,MA,Spring,13,EF,2,1.343127926
2014,MA,Spring,14,EF,3,1.345808833
2014,MA,Spring,14,EF,2,1.681774326
2014,PA,Spring,5,EF,3,1.681774326
2014,MA,Spring,11,EF,1,1.684359481
2014,PA,Spring,10,EF,2,1.352301617
2014,PA,Spring,2,EF,2,1.356061954
2014,PA,Spring,10,EF,1,1.358515654
2014,VA,Spring,8,EF,3,1.360928457
2014,VA,Spring,12,EF,1,1.363301704
2014,VA,Spring,19,EF,3,1.701267907
2014,MA,Spring,2,EF,1,1.372423765
2014,VA,Spring,20,EF,1,1.707950547
2014,PA,Spring,12,EF,1,1.378906856
2014,PA,Spring,14,EF,2,1.714338267
2014,PA,Spring,9,EF,2,1.383073038
2014,VA,Spring,19,EF,2,1.385112012
2014,VA,Spring,20,EF,2,1.39203042
2014,MA,Spring,1,EF,1,1.393947863
2014,PA,Spring,7,EF,2,1.39584024
2014,VA,Spring,14,EF,1,1.399552362
2014,VA,Spring,2,EF,3,1.399552362
2014,VA,Spring,5,EF,2,1.403171672
2014,PA,Spring,15,EF,1,1.416806667
2014,PA,Spring,10,EF,1,1.423947202
2014,PA,Spring,4,EF,2,1.427767076
2014,PA,Spring,14,EF,1,1.76110041
2014,VA,Spring,13,EF,1,1.433676665
2014,VA,Spring,9,EF,1,1.435117123
2014,VA,Spring,10,EF,1,1.437251287
2014,VA,Spring,17,EF,1,1.447474227
2014,PA,Spring,9,EF,3,1.447474227
2014,PA,Spring,19,EF,1,1.457022621
2014,MA,Spring,3,EF,3,1.793403747
2014,PA,Spring,7,EF,3,1.464817227
2014,MA,Spring,10,EF,2,1.46770684
2014,MA,Spring,7,EF,2,1.474415291
2014,PA,Spring,12,EF,3,1.808837087
2014,MA,Spring,7,EF,1,1.476584093
2014,VA,Spring,4,EF,1,1.812054216
2014,PA,Spring,16,EF,2,1.479777565
2014,VA,Spring,13,EF,2,1.817262145
2014,VA,Spring,13,EF,3,1.821297663
2014,MA,Spring,10,EF,1,1.489940672
2014,PA,Spring,5,EF,2,1.491890396
2014,PA,Spring,20,EF,2,1.827147543
2014,VA,Spring,4,EF,3,1.495712792
2014,VA,Spring,18,EF,3,1.497120565
2014,PA,Spring,1,EF,1,1.502168344
2014,PA,Spring,13,EF,1,1.504405867
2014,PA,Spring,18,EF,2,1.507046028
2014,PA,Spring,8,EF,3,1.512606365
2014,VA,Spring,17,EF,1,1.520367128
2014,VA,Spring,11,EF,2,1.523514313
2014,PA,Spring,8,EF,1,1.859927866
2014,VA,Spring,3,EF,1,1.531832074
2014,PA,Spring,1,EF,3,1.877822819
2014,VA,Spring,18,EF,1,1.87982883
2014,MA,Spring,15,EF,2,1.885046145
2014,VA,Spring,13,EF,2,1.560413746
2014,PA,Spring,5,EF,2,1.899076448
2014,MA,Spring,18,EF,3,1.568905927
2014,PA,Spring,8,EF,2,1.579064214
2014,VA,Spring,20,EF,3,1.580646359
2014,MA,Spring,1,EF,3,1.580646359
2014,VA,Spring,8,EF,1,1.584272144
2014,PA,Spring,9,EF,1,1.917605477
2014,VA,Spring,2,EF,1,1.594157541
2014,MA,Spring,9,EF,2,1.59439623
2014,PA,Spring,1,EF,1,1.596526904
2014,VA,Spring,19,EF,2,1.600467903
2014,PA,Spring,6,EF,3,1.600696419
2014,VA,Spring,11,EF,1,1.606514645
2014,MA,Spring,16,EF,2,1.612318912
2014,PA,Spring,21,EF,3,1.617899404
2014,VA,Spring,6,EF,2,1.952242963
2014,PA,Spring,12,EF,1,1.621701325
2014,MA,Spring,19,EF,1,1.623662938
2014,PA,Spring,13,EF,2,1.623662938
2014,MA,Spring,15,EF,2,1.624633866
2014,MA,Spring,16,EF,1,1.625790449
2014,PA,Spring,13,EF,3,1.959123782
2014,PA,Spring,9,EF,3,1.628076257
2014,PA,Spring,21,EF,2,1.62845374
2014,MA,Spring,7,EF,2,1.96913712
2014,PA,Spring,21,EF,2,1.971447719
2014,PA,Spring,16,EF,2,1.641426429
2014,PA,Spring,21,EF,1,1.976131951
2014,MA,Spring,9,EF,3,1.645169089
2014,MA,Spring,12,EF,1,1.648160891
2014,PA,Spring,14,EF,3,1.982967254
2014,PA,Spring,12,EF,3,1.657555197
2014,VA,Spring,3,EF,1,1.660606202
2014,PA,Spring,1,EF,3,0.232990001
2014,MA,Spring,13,EF,2,0.232990001
2014,MA,Spring,17,EF,3,0.232990001
2014,PA,Spring,8,EF,1,0.232990001
2014,VA,Spring,11,EF,2,0.232990001
2014,PA,Spring,6,EF,2,0.232990001
2014,PA,Spring,4,EF,1,0.232990001
2014,PA,Spring,12,EF,3,0.232990001
2014,VA,Spring,4,EF,2,0.232990001
2014,MA,Spring,12,EF,3,0.232990001
2014,VA,Spring,8,EF,2,0.232990001
2014,MA,Spring,19,EF,1,0.232990001
2014,PA,Spring,1,EF,2,0.232990001
2014,VA,Spring,1,EF,1,0.232990001
2014,MA,Spring,13,EF,3,0.232990001
2014,VA,Spring,9,EF,3,0.232990001
2014,MA,Spring,8,EF,1,0.232990001
2014,VA,Spring,6,EF,1,0.232990001
2014,MA,Spring,10,EF,1,0.232990001
2014,MA,Spring,8,EF,1,0.232990001
2014,VA,Spring,18,EF,2,0.232990001
2014,MA,Spring,17,EF,1,0.232990001
2014,VA,Spring,8,EF,1,0.232990001
2014,MA,Spring,20,EF,1,2.113333333
2014,VA,Spring,5,EF,1,2.113333333
2014,PA,Spring,21,EF,1,2.113333333
2014,MA,Spring,11,EF,2,2.113333333
2014,VA,Spring,20,EF,3,2.113333333
2014,PA,Spring,10,EF,3,2.113333333
2014,VA,Spring,20,EF,1,2.113333333
2014,MA,Spring,15,EF,3,2.113333333
2014,MA,Spring,19,EF,2,2.113333333
2014,VA,Spring,16,EF,2,2.113333333
2014,MA,Spring,20,EF,1,2.113333333
2014,VA,Spring,4,EF,3,2.113333333
2014,MA,Spring,11,EF,1,2.113333333
2014,PA,Spring,16,EF,3,2.113333333
2014,PA,Spring,18,EF,2,2.113333333
2014,MA,Spring,11,EF,2,2.113333333
2014,MA,Spring,13,EF,3,2.113333333
2014,MA,Spring,18,EF,1,2.113333333
2014,MA,Spring,5,EF,1,2.113333333
2014,PA,Spring,16,EF,1,2.113333333
2014,PA,Spring,17,EF,1,2.113333333
2014,VA,Spring,8,EF,2,2.113333333
2014,PA,Spring,6,EF,3,2.113333333
2014,PA,Spring,19,EF,3,2.113333333
2014,VA,Spring,17,EF,2,2.113333333
2014,MA,Spring,5,EF,1,2.113333333
2014,MA,Spring,13,EF,1,2.113333333
2014,MA,Spring,5,EF,2,2.113333333
2014,PA,Spring,19,EF,1,2.113333333
2014,MA,Spring,18,EF,3,2.113333333
2014,VA,Spring,5,EF,1,2.113333333
2014,MA,Spring,15,EF,1,2.113333333
2014,MA,Spring,6,EF,1,2.113333333
2014,PA,Spring,20,EF,1,2.113333333
2014,MA,Spring,7,EF,3,2.113333333
2014,VA,Spring,10,EF,1,2.113333333
2014,VA,Spring,4,EF,2,2.113333333
2014,VA,Spring,1,EF,2,2.113333333
2014,VA,Spring,7,EF,2,2.113333333
2014,PA,Spring,11,EF,1,2.113333333
2014,PA,Spring,2,EF,3,2.113333333
2014,VA,Spring,9,EF,1,2.113333333
2014,MA,Spring,3,EF,1,2.113333333
2014,MA,Spring,17,EF,2,2.113333333
2014,PA,Spring,15,EF,2,2.113333333
2014,PA,Spring,19,EF,2,2.113333333
2014,VA,Spring,4,EF,1,2.113333333
2014,VA,Spring,5,EF,3,2.113333333
2014,PA,Spring,12,EF,2,2.113333333
2014,VA,Spring,19,EF,1,2.113333333
2014,VA,Spring,1,EF,2,2.113333333
2014,MA,Spring,19,EF,1,2.113333333
2014,PA,Spring,5,EF,1,2.113333333
2014,PA,Spring,9,EF,1,2.113333333
2014,MA,Spring,17,EF,1,2.113333333
2014,PA,Spring,15,EF,1,2.113333333
2014,VA,Spring,15,EF,1,2.113333333
2014,PA,Spring,12,EF,2,2.113333333
2014,MA,Spring,1,EF,1,2.113333333
2014,VA,Spring,14,EF,2,2.113333333
2014,PA,Spring,16,EF,1,2.113333333
2014,VA,Spring,7,EF,1,2.113333333
2014,MA,Spring,8,EF,2,2.113333333
2014,MA,Spring,5,EF,2,2.113333333
2014,MA,Spring,8,EF,2,2.113333333
2014,PA,Spring,12,EF,2,2.113333333
2014,MA,Spring,14,EF,2,2.113333333
2014,MA,Spring,11,EF,3,2.113333333
2014,PA,Spring,10,EF,4,2.113333333
2014,PA,Spring,5,EF,3,2.113333333
2014,PA,Spring,4,EF,3,2.113333333
2014,VA,Spring,2,EF,3,2.113333333
2014,VA,Spring,10,EF,2,2.113333333
2014,PA,Spring,13,EF,1,2.113333333
2014,PA,Spring,17,EF,1,2.113333333
2014,VA,Spring,14,EF,2,2.113333333
2014,PA,Spring,14,EF,1,2.113333333
2014,VA,Spring,16,EF,1,2.113333333
2014,VA,Spring,14,EF,3,2.113333333
2014,VA,Spring,19,EF,1,2.113333333
2014,VA,Spring,19,EF,1,2.113333333
2014,PA,Spring,7,EF,1,2.113333333
2014,PA,Spring,4,EF,2,2.113333333
2014,PA,Spring,7,EF,2,2.113333333
2014,PA,Spring,7,EF,1,2.113333333
2014,PA,Spring,1,EF,2,2.113333333
2014,PA,Spring,2,EF,1,2.113333333
2014,VA,Spring,1,EF,1,2.113333333
2014,VA,Spring,5,EF,2,2.113333333
2014,MA,Spring,3,EF,2,2.113333333
2014,VA,Spring,18,EF,1,2.113333333
2014,MA,Spring,18,EF,2,2.113333333
2014,MA,Spring,14,EF,1,2.113333333
2014,VA,Spring,2,EF,2,2.113333333
2014,VA,Spring,9,EF,2,2.113333333
2014,PA,Spring,17,EF,2,2.113333333
2014,PA,Spring,18,EF,1,2.113333333
2014,MA,Spring,6,EF,2,2.113333333
2014,VA,Spring,20,EF,2,2.113333333
2014,VA,Spring,1,EF,3,2.113333333
2014,MA,Spring,11,EF,3,2.113333333
2014,PA,Spring,9,EF,2,2.113333333
2014,VA,Spring,11,EF,1,2.113333333
2014,PA,Spring,18,EF,3,2.113333333
2014,MA,Spring,20,EF,2,2.113333333
2014,MA,Spring,15,EF,1,2.113333333
2014,MA,Spring,6,EF,1,2.113333333
2014,PA,Spring,20,EF,3,2.113333333
2014,PA,Spring,6,EF,1,2.113333333
2014,MA,Spring,5,EF,3,2.113333333
2014,VA,Spring,15,EF,2,2.113333333
2014,VA,Spring,6,EF,1,2.113333333
2014,VA,Spring,2,EF,1,2.113333333
2014,PA,Spring,15,EF,2,2.113333333
2014,VA,Spring,10,EF,3,2.113333333
2014,MA,Spring,4,EF,3,2.113333333
2014,PA,Spring,18,EF,3,2.113333333
2014,VA,Spring,17,EF,2,2.113333333
2014,MA,Spring,6,EF,2,2.113333333
2014,PA,Spring,18,EF,1,2.113333333
2014,PA,Spring,6,EF,1,2.113333333
2014,VA,Spring,10,EF,2,2.113333333
2014,MA,Spring,14,EF,3,2.113333333
2014,PA,Spring,13,EF,2,2.113333333
2014,MA,Spring,2,EF,2,2.113333333
2014,VA,Spring,12,EF,2,2.113333333
2014,MA,Fall,4,EF,3,0
2014,VA,Fall,13,EF,3,0
2014,VA,Fall,12,EF,1,0
2014,PA,Fall,14,EF,2,0
2014,PA,Fall,13,EF,1,0
2014,PA,Fall,5,EF,1,0
2014,PA,Fall,16,EF,1,0
2014,VA,Fall,18,EF,1,0
2014,VA,Fall,3,EF,1,0
2014,MA,Fall,14,EF,2,0.768450456
2014,PA,Fall,1,EF,1,0.78080756
2014,MA,Fall,5,EF,1,0.868793788
2014,MA,Fall,13,EF,1,0.868793788
2014,VA,Fall,17,EF,1,0.868793788
2014,MA,Fall,14,EF,1,0.96913712
2014,VA,Fall,9,EF,1,0.96913712
2014,PA,Fall,8,EF,3,0.981494224
2014,MA,Fall,15,EF,1,1.001440458
2014,PA,Fall,9,EF,1,1.013797562
2014,VA,Fall,5,EF,2,1.049739704
2014,MA,Fall,8,EF,2,1.062506907
2014,MA,Fall,11,EF,1,1.086690463
2014,MA,Fall,10,EF,2,1.10178379
2014,VA,Fall,15,EF,2,1.114140894
2014,PA,Fall,12,EF,1,1.115450991
2014,VA,Fall,12,EF,3,1.152122011
2014,PA,Fall,17,EF,2,1.162850239
2014,PA,Fall,5,EF,3,1.169734174
2014,VA,Fall,10,EF,1,1.169734174
2014,MA,Fall,3,EF,1,1.17283798
2014,VA,Fall,1,EF,3,1.17283798
2014,MA,Fall,10,EF,3,1.215794323
2014,PA,Fall,2,EF,1,1.255965872
2014,MA,Fall,12,EF,1,1.260824208
2014,PA,Fall,16,EF,3,1.263193571
2014,VA,Fall,4,EF,3,1.287178137
2014,VA,Fall,7,EF,1,1.291106867
2014,MA,Fall,6,EF,2,1.376777923
2014,VA,Fall,5,EF,3,1.381004933
2014,MA,Fall,2,EF,3,1.411842816
2014,PA,Fall,12,EF,3,1.435117123
2014,VA,Fall,1,EF,1,1.438656782
2014,VA,Fall,10,EF,1,1.448784325
